DATE,HOME_TEAM_NAME,AWAY_TEAM_NAME,SCORE_HOME,SCORE_AWAY,FIRST_NAME,LAST_NAME,MINUTES_PLAYED,GOALS,ASSISTS,IN_LINEUP
2022-12-18 15:00:00.000,Argentinien,Frankreich,7,5,Exequiel,Palacios,0,0,0,FALSE
2022-12-13 19:00:00.000,Argentinien,Kroatien,3,0,Exequiel,Palacios,16,0,0,FALSE
2022-12-09 19:00:00.000,Niederlande,Argentinien,5,6,Exequiel,Palacios,0,0,0,FALSE
2022-12-03 19:00:00.000,Argentinien,Australien,2,1,Exequiel,Palacios,10,0,0,FALSE
2022-11-30 19:00:00.000,Polen,Argentinien,0,2,Exequiel,Palacios,0,0,0,FALSE
2022-11-26 19:00:00.000,Argentinien,Mexiko,2,0,Exequiel,Palacios,21,0,0,FALSE
2022-11-22 10:00:00.000,Argentinien,Saudi-Arabien,1,2,Exequiel,Palacios,0,0,0,FALSE
2022-11-16 15:30:00.000,Vereinigte Arabische Emirate,Argentinien,0,5,Exequiel,Palacios,0,0,0,FALSE
2022-11-12 14:30:00.000,Bayer 04 Leverkusen,VfB Stuttgart,2,0,Exequiel,Palacios,90,0,1,TRUE
2022-11-09 17:30:00.000,1.FC Köln,Bayer 04 Leverkusen,1,2,Exequiel,Palacios,59,0,0,TRUE
2022-11-06 14:30:00.000,Bayer 04 Leverkusen,1.FC Union Berlin,5,0,Exequiel,Palacios,35,0,0,FALSE
2022-11-01 17:45:00.000,Bayer 04 Leverkusen,FC Brügge,0,0,Exequiel,Palacios,45,0,0,TRUE
2022-10-29 13:30:00.000,RasenBallsport Leipzig,Bayer 04 Leverkusen,2,0,Exequiel,Palacios,25,0,0,FALSE
2022-09-10 13:30:00.000,Hertha BSC,Bayer 04 Leverkusen,2,2,Exequiel,Palacios,41,0,0,TRUE
2022-09-03 13:30:00.000,Bayer 04 Leverkusen,SC Freiburg,2,3,Exequiel,Palacios,60,0,0,TRUE
2022-08-27 13:30:00.000,1.FSV Mainz 05,Bayer 04 Leverkusen,0,3,Exequiel,Palacios,71,1,0,TRUE
2022-08-20 13:30:00.000,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,0,3,Exequiel,Palacios,45,0,0,FALSE
2022-08-13 13:30:00.000,Bayer 04 Leverkusen,FC Augsburg,1,2,Exequiel,Palacios,63,0,0,TRUE
2022-08-06 16:30:00.000,Borussia Dortmund,Bayer 04 Leverkusen,1,0,Exequiel,Palacios,79,0,0,TRUE
2022-07-30 13:31:00.000,SV 07 Elversberg,Bayer 04 Leverkusen,4,3,Exequiel,Palacios,21,0,0,FALSE
2022-06-05 18:00:00.000,Argentinien,Estland,5,0,Exequiel,Palacios,28,0,0,FALSE
2022-06-01 18:45:00.000,Italien,Argentinien,0,3,Exequiel,Palacios,14,0,0,FALSE
2022-05-14 13:30:00.000,Bayer 04 Leverkusen,SC Freiburg,2,1,Exequiel,Palacios,90,1,0,TRUE
2022-05-07 13:30:00.000,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,2,4,Exequiel,Palacios,26,0,2,FALSE
2022-05-02 18:30:00.000,Bayer 04 Leverkusen,Eintracht Frankfurt,2,0,Exequiel,Palacios,8,0,0,FALSE
2022-04-23 13:30:00.000,SpVgg Greuther Fürth,Bayer 04 Leverkusen,1,4,Exequiel,Palacios,13,1,0,FALSE
2022-04-17 17:30:00.000,Bayer 04 Leverkusen,RasenBallsport Leipzig,0,1,Exequiel,Palacios,74,0,0,TRUE
2022-04-10 13:30:00.000,VfL Bochum,Bayer 04 Leverkusen,0,0,Exequiel,Palacios,13,0,0,FALSE
2022-04-02 13:30:00.000,Bayer 04 Leverkusen,Hertha BSC,2,1,Exequiel,Palacios,25,0,0,FALSE
2022-03-29 23:30:00.000,Ecuador,Argentinien,1,1,Exequiel,Palacios,31,0,0,FALSE
2022-03-25 23:30:00.000,Argentinien,Venezuela,3,0,Exequiel,Palacios,0,0,0,FALSE
2022-03-20 16:30:00.000,VfL Wolfsburg,Bayer 04 Leverkusen,0,2,Exequiel,Palacios,0,0,0,FALSE
2022-03-17 17:45:00.000,Bayer 04 Leverkusen,Atalanta Bergamo,0,1,Exequiel,Palacios,61,0,0,TRUE
2022-03-13 14:30:00.000,Bayer 04 Leverkusen,1.FC Köln,0,1,Exequiel,Palacios,64,0,0,TRUE
2022-03-10 20:00:00.000,Atalanta Bergamo,Bayer 04 Leverkusen,3,2,Exequiel,Palacios,90,0,0,TRUE
2022-03-05 14:30:00.000,FC Bayern München,Bayer 04 Leverkusen,1,1,Exequiel,Palacios,20,0,0,FALSE
2022-02-26 14:30:00.000,Bayer 04 Leverkusen,Arminia Bielefeld,3,0,Exequiel,Palacios,76,0,0,TRUE
2022-02-18 19:30:00.000,1.FSV Mainz 05,Bayer 04 Leverkusen,3,2,Exequiel,Palacios,0,0,0,FALSE
2022-02-12 17:30:00.000,Bayer 04 Leverkusen,VfB Stuttgart,4,2,Exequiel,Palacios,20,0,0,FALSE
2023-05-14 13:30:00.000,VfB Stuttgart,Bayer 04 Leverkusen,1,1,Jonathan,Tah,90,0,0,TRUE
2023-05-11 19:00:00.000,AS Rom,Bayer 04 Leverkusen,1,0,Jonathan,Tah,90,0,0,TRUE
2023-05-05 18:30:00.000,Bayer 04 Leverkusen,1.FC Köln,1,2,Jonathan,Tah,81,0,0,TRUE
2023-04-29 13:30:00.000,1.FC Union Berlin,Bayer 04 Leverkusen,0,0,Jonathan,Tah,90,0,0,TRUE
2023-04-23 15:30:00.000,Bayer 04 Leverkusen,RasenBallsport Leipzig,2,0,Jonathan,Tah,90,0,0,TRUE
2023-04-20 19:00:00.000,Royale Union Saint Gilloise,Bayer 04 Leverkusen,1,4,Jonathan,Tah,90,0,0,TRUE
2023-04-16 17:30:00.000,VfL Wolfsburg,Bayer 04 Leverkusen,0,0,Jonathan,Tah,12,0,0,FALSE
2023-04-13 19:00:00.000,Bayer 04 Leverkusen,Royale Union Saint Gilloise,1,1,Jonathan,Tah,90,0,0,TRUE
2023-04-08 13:30:00.000,Bayer 04 Leverkusen,Eintracht Frankfurt,3,1,Jonathan,Tah,90,0,0,TRUE
2023-04-01 13:30:00.000,FC Schalke 04,Bayer 04 Leverkusen,0,3,Jonathan,Tah,90,0,0,TRUE
2023-03-19 16:30:00.000,Bayer 04 Leverkusen,FC Bayern München,2,1,Jonathan,Tah,1,0,0,FALSE
2023-03-16 20:00:00.000,Ferencváros Budapest,Bayer 04 Leverkusen,0,2,Jonathan,Tah,90,0,0,TRUE
2023-03-12 16:30:00.000,SV Werder Bremen,Bayer 04 Leverkusen,2,3,Jonathan,Tah,90,0,0,TRUE
2023-03-09 17:45:00.000,Bayer 04 Leverkusen,Ferencváros Budapest,2,0,Jonathan,Tah,90,0,0,TRUE
2023-03-05 14:30:00.000,Bayer 04 Leverkusen,Hertha BSC,4,1,Jonathan,Tah,90,0,0,TRUE
2023-02-23 17:45:00.000,AS Monaco,Bayer 04 Leverkusen,5,8,Jonathan,Tah,120,0,0,TRUE
2023-02-19 18:30:00.000,Bayer 04 Leverkusen,1.FSV Mainz 05,2,3,Jonathan,Tah,90,0,0,TRUE
2023-02-16 20:00:00.000,Bayer 04 Leverkusen,AS Monaco,2,3,Jonathan,Tah,90,0,0,TRUE
2023-02-11 14:30:00.000,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1,3,Jonathan,Tah,90,0,0,TRUE
2023-02-03 19:30:00.000,FC Augsburg,Bayer 04 Leverkusen,1,0,Jonathan,Tah,13,0,0,FALSE
2023-01-29 16:30:00.000,Bayer 04 Leverkusen,Borussia Dortmund,0,2,Jonathan,Tah,63,0,0,TRUE
2023-01-25 19:30:00.000,Bayer 04 Leverkusen,VfL Bochum,2,0,Jonathan,Tah,90,0,0,TRUE
2023-01-22 16:30:00.000,Borussia Mönchengladbach,Bayer 04 Leverkusen,2,3,Jonathan,Tah,15,0,0,FALSE
2022-11-12 14:30:00.000,Bayer 04 Leverkusen,VfB Stuttgart,2,0,Jonathan,Tah,90,1,0,TRUE
2022-11-09 17:30:00.000,1.FC Köln,Bayer 04 Leverkusen,1,2,Jonathan,Tah,59,0,0,TRUE
2022-11-06 14:30:00.000,Bayer 04 Leverkusen,1.FC Union Berlin,5,0,Jonathan,Tah,21,0,0,FALSE
2022-11-01 17:45:00.000,Bayer 04 Leverkusen,FC Brügge,0,0,Jonathan,Tah,90,0,0,TRUE
2022-10-29 13:30:00.000,RasenBallsport Leipzig,Bayer 04 Leverkusen,2,0,Jonathan,Tah,90,0,0,TRUE
2022-10-26 19:00:00.000,Atlético Madrid,Bayer 04 Leverkusen,2,2,Jonathan,Tah,29,0,0,FALSE
2022-10-22 13:30:00.000,Bayer 04 Leverkusen,VfL Wolfsburg,2,2,Jonathan,Tah,90,0,0,TRUE
2022-10-15 13:30:00.000,Eintracht Frankfurt,Bayer 04 Leverkusen,5,1,Jonathan,Tah,90,0,0,TRUE
2022-10-08 13:30:00.000,Bayer 04 Leverkusen,FC Schalke 04,4,0,Jonathan,Tah,90,0,0,TRUE
2022-09-30 18:30:00.000,FC Bayern München,Bayer 04 Leverkusen,4,0,Jonathan,Tah,90,0,0,TRUE
2022-09-17 13:30:00.000,Bayer 04 Leverkusen,SV Werder Bremen,1,1,Jonathan,Tah,90,0,0,TRUE
2022-09-13 19:00:00.000,Bayer 04 Leverkusen,Atlético Madrid,2,0,Jonathan,Tah,90,0,0,TRUE
2022-09-10 13:30:00.000,Hertha BSC,Bayer 04 Leverkusen,2,2,Jonathan,Tah,90,0,0,TRUE
2022-09-03 13:30:00.000,Bayer 04 Leverkusen,SC Freiburg,2,3,Jonathan,Tah,60,0,0,TRUE
2022-08-27 13:30:00.000,1.FSV Mainz 05,Bayer 04 Leverkusen,0,3,Jonathan,Tah,90,0,0,TRUE
2022-08-20 13:30:00.000,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,0,3,Jonathan,Tah,90,0,0,TRUE
2022-08-13 13:30:00.000,Bayer 04 Leverkusen,FC Augsburg,1,2,Jonathan,Tah,90,0,0,TRUE
2022-08-06 16:30:00.000,Borussia Dortmund,Bayer 04 Leverkusen,1,0,Jonathan,Tah,90,0,0,TRUE
2022-07-30 13:31:00.000,SV 07 Elversberg,Bayer 04 Leverkusen,4,3,Jonathan,Tah,0,0,0,FALSE
2022-06-14 18:45:00.000,Deutschland,Italien,5,2,Jonathan,Tah,3,0,0,FALSE
2022-06-11 18:45:00.000,Ungarn,Deutschland,1,1,Jonathan,Tah,0,0,0,FALSE
2022-06-04 18:45:00.000,Italien,Deutschland,1,1,Jonathan,Tah,0,0,0,FALSE
2022-05-14 13:30:00.000,Bayer 04 Leverkusen,SC Freiburg,2,1,Jonathan,Tah,90,0,0,TRUE
2022-05-07 13:30:00.000,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,2,4,Jonathan,Tah,90,0,0,TRUE
2022-05-02 18:30:00.000,Bayer 04 Leverkusen,Eintracht Frankfurt,2,0,Jonathan,Tah,90,0,0,TRUE
2022-04-23 13:30:00.000,SpVgg Greuther Fürth,Bayer 04 Leverkusen,1,4,Jonathan,Tah,90,0,0,TRUE
2022-04-17 17:30:00.000,Bayer 04 Leverkusen,RasenBallsport Leipzig,0,1,Jonathan,Tah,74,0,0,TRUE
2022-04-10 13:30:00.000,VfL Bochum,Bayer 04 Leverkusen,0,0,Jonathan,Tah,30,0,0,TRUE
2022-04-02 13:30:00.000,Bayer 04 Leverkusen,Hertha BSC,2,1,Jonathan,Tah,90,0,0,TRUE
2022-03-29 18:45:00.000,Niederlande,Deutschland,1,1,Jonathan,Tah,0,0,0,FALSE
2022-03-26 19:45:00.000,Deutschland,Israel,2,0,Jonathan,Tah,90,0,0,TRUE
2022-03-20 16:30:00.000,VfL Wolfsburg,Bayer 04 Leverkusen,0,2,Jonathan,Tah,90,0,0,TRUE
2022-03-17 17:45:00.000,Bayer 04 Leverkusen,Atalanta Bergamo,0,1,Jonathan,Tah,90,0,0,TRUE
2022-03-13 14:30:00.000,Bayer 04 Leverkusen,1.FC Köln,0,1,Jonathan,Tah,90,0,0,TRUE
2022-03-10 20:00:00.000,Atalanta Bergamo,Bayer 04 Leverkusen,3,2,Jonathan,Tah,90,0,0,TRUE
2022-03-05 14:30:00.000,FC Bayern München,Bayer 04 Leverkusen,1,1,Jonathan,Tah,90,0,0,TRUE
2022-02-26 14:30:00.000,Bayer 04 Leverkusen,Arminia Bielefeld,3,0,Jonathan,Tah,86,0,0,TRUE
2022-02-18 19:30:00.000,1.FSV Mainz 05,Bayer 04 Leverkusen,3,2,Jonathan,Tah,90,0,0,TRUE
2022-02-06 14:30:00.000,Borussia Dortmund,Bayer 04 Leverkusen,2,5,Jonathan,Tah,90,1,0,TRUE
2022-01-22 14:30:00.000,Bayer 04 Leverkusen,FC Augsburg,5,1,Jonathan,Tah,82,0,0,TRUE
2022-01-15 17:30:00.000,Borussia Mönchengladbach,Bayer 04 Leverkusen,1,2,Jonathan,Tah,90,0,0,TRUE
2022-01-08 14:30:00.000,Bayer 04 Leverkusen,1.FC Union Berlin,2,2,Jonathan,Tah,90,1,0,TRUE
